first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,predict
Shepperd,Leonards,Male,17,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625,BEST
Hamel,Curzey,Male,11,Structural Engineer,,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625,BEST
Fancie,Woofendell,Female,68,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625,BEST
Zebulen,Emtage,Male,52,Senior Developer,,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625,BEST
Micheil,Fleote,Male,48,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66,BEST
Cecily,Faircley,Female,42,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66,BEST
Glory,Chilcott,Female,49,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875,BEST
Sinclair,Wark,Male,68,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875,BEST
Tomaso,Horsley,Male,97,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875,BEST
Gilli,Christophers,Female,70,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625,BEST
Errick,Burgin,Male,87,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625,BEST
Damian,Renard,Male,43,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625,BEST
Agnola,Batterson,Female,86,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545,BEST
Riki,Wandtke,Female,25,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125,BEST
Mikol,Eck,Male,99,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125,BEST
Phyllis,Wibberley,Female,7,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65,BEST
Burt,Vasechkin,Male,33,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125,BEST
Adriana,Saundercock,U,20,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,751,0.648125,BEST
Trudie,Phinnessy,Female,45,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125,BEST
Frederigo,Cribbott,Male,35,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646,BEST
Glenda,Eliet,Female,87,Quality Control Specialist,,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64,BEST
Darb,,Male,80,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64,BEST
Cal,Van den Velde,Male,22,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64,BEST
Stephani,Sidsaff,Female,32,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64,BEST
Meade,Bampton,Male,69,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64,BEST
Flore,Cashen,Female,79,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375,BEST
Leighton,Firbanks,Male,51,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375,BEST
Petr,Westman,Male,5,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375,BEST
Yorgos,Dewhurst,Male,6,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375,BEST
Simmonds,Bapty,Male,52,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375,BEST
Hagen,MacCarter,Male,93,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375,BEST
Cazzie,Stanwix,Male,37,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375,BEST
Geoff,Gwillym,Male,89,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375,BEST
Simonette,,Female,4,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375,BEST
Deirdre,Sturgeon,Female,11,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375,BEST
Andrea,Pendle,Female,86,,,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375,BEST
Juliann,Siemantel,Female,86,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375,BEST
Janaye,Eade,Female,23,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375,BEST
Dylan,Stranio,Male,47,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63,BEST
Mel,Rochford,Female,11,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875,BEST
Elvin,Trayhorn,Male,46,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875,BEST
Dmitri,Viant,U,62,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.626875,BEST
Sonni,Milligan,Female,73,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875,BEST
Kellina,Haygreen,Female,38,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625,BEST
Yuma,Dennick,Male,40,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625,BEST
Ashleigh,,Female,46,Budget/Accounting Analyst III,,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.62421875,BEST
Therese,Brotherhood,Female,30,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.62421875,BEST
Pansie,Beccero,Female,35,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6205,BEST
Reinaldos,Simmig,Male,55,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6205,BEST
Calhoun,Mussington,Male,98,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6205,BEST
Winn,Wells,Male,66,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62,BEST
Rafi,Brettelle,Male,89,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625,BEST
Fey,,Female,48,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625,BEST
Verne,Loalday,Male,1,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125,BEST
Eleonora,Wiszniewski,Female,49,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125,BEST
Fayre,Brannigan,Female,32,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125,BEST
Eachelle,Noirel,Female,93,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612,BEST
Carl,Troyes,Male,4,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612,BEST
Cordie,Brankley,Female,79,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375,BEST
Jackie,Pays,Male,21,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.605625,BEST
Carroll,Schlagman,Female,61,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6035,BEST
Frans,Idale,Male,1,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6035,BEST
Amara,Clow,Female,47,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6,BEST
Anthony,Morison,Male,7,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6,BEST
Cherye,Stanfield,Female,0,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6,BEST
Ansell,Tolhurst,Male,77,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6,BEST
Erminie,Rabidge,Female,64,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625,BEST
Rosene,Beckey,Female,25,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625,BEST
Darlleen,Shalcras,Female,77,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625,BEST
Bryon,Goundry,Male,79,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.595,BEST
Sherwin,Minocchi,Male,71,Project Manager,,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.595,BEST
Luci,Dyter,Female,12,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.595,BEST
Sloan,Pudney,Male,83,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.595,BEST
Otes,Elegood,Male,67,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595,BEST
Davie,Blay,Male,94,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595,BEST
Dorolice,Osmon,Female,46,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5875,BEST
Meade,McReedy,Female,94,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5875,BEST
Rikki,Chaffey,Male,69,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5875,BEST
Adria,Van den Velde,Female,39,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5875,BEST
Dmitri,,Male,72,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5875,BEST
Maddalena,Hencke,Female,61,Help Desk Operator,,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5875,BEST
Rand,Winchcum,Male,34,Software Consultant,,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5875,BEST
Rowen,Sollas,Male,38,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5865,BEST
Boothe,Hayselden,Male,42,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5865,BEST
Noak,Sleany,Male,1,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5865,BEST
Callean,Wass,Male,65,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375,BEST
Keelby,Sudlow,Male,96,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375,BEST
Rodrique,Vernon,Male,70,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375,BEST
Brod,Attrey,Male,46,Budget/Accounting Analyst III,,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375,BEST
Manny,Mandy,Male,36,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375,BEST
Becky,Lassen,Female,11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375,BEST
Tessa,Heakey,Female,43,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375,BEST
Herbert,Henryson,Male,21,Marketing Manager,,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375,BEST
Cristie,Bence,Female,49,Automation Specialist II,,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58,BEST
Renate,Whyte,Female,60,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58,BEST
Toma,Woolforde,Female,67,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.578,BEST
Dorie,Dunleavy,Female,24,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.578,BEST
Ellie,Toope,Female,29,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.575,BEST
Leonora,Swetenham,Female,66,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.575,BEST
Teodor,Mullinder,Male,56,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.575,BEST
Jared,Fendlow,Male,79,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.575,BEST
Porty,Hansed,U,88,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.575,BEST
Andy,Deeming,Male,79,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.575,BEST
Monty,Thomazin,Male,7,Quality Engineer,,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375,BEST
Briano,Janowski,Male,66,Analyst Programmer,,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375,BEST
Ginger,,Male,94,Human Resources Manager,,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375,BEST
Logan,Colomb,Male,74,Recruiter,,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375,BEST
Nichols,Devinn,Male,47,Recruiter,,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57,BEST
Catha,Davitt,Female,79,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695,BEST
Melosa,McOwan,Female,25,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695,BEST
Maris,Leete,Female,21,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.563125,BEST
Wilburt,Padden,Male,22,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.563125,BEST
Rosabelle,Godsmark,Female,60,Executive Secretary,,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.563125,BEST
Guilbert,Bearns,Male,42,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.563125,BEST
Meridith,Urwin,Female,62,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.563125,BEST
Leeland,,Male,66,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.563125,BEST
Gerta,Porrett,Female,46,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625,BEST
Karrah,Howell,Female,63,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625,BEST
Alick,Baise,Male,62,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625,BEST
Casandra,Betteridge,Female,29,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561,BEST
Maurine,Clee,Female,45,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561,BEST
Darwin,Bumpas,Male,24,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56,BEST
Hayes,Daveren,Male,32,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56,BEST
Piper,Issacov,Female,67,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56,BEST
Markus,Pendrey,Male,88,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578125,BEST
Sile,Zappel,Female,47,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578125,BEST
Craggy,Happel,Male,37,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578125,BEST
Egor,Mariette,Male,42,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525,BEST
Reinald,Bembrigg,Male,54,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525,BEST
Kissie,Line,Female,2,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525,BEST
Quentin,Gerleit,Female,32,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55,BEST
Karoly,Burgoine,Male,57,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55,BEST
Clarine,Piecha,Female,99,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55,BEST
Mycah,Beaston,Male,11,Environmental Specialist,,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55,BEST
Clemmie,Bartoszewicz,Female,87,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55,BEST
Randall,Mason,Male,95,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544,BEST
Donica,Humby,Female,47,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875,BEST
Lotty,Loach,Female,76,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875,BEST
Marie-jeanne,Breawood,Female,37,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875,BEST
Babara,Sissel,Female,50,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875,BEST
Rodolphe,Glenton,Male,88,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875,BEST
Thorvald,Duckerin,Male,58,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875,BEST
Paulina,Iannuzzelli,Female,57,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54,BEST
Ricki,Padefield,Male,43,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54,BEST
Lizette,McKeaveney,Female,30,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375,BEST
Muffin,Bhar,Male,44,,,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375,BEST
Jeno,Strafford,Male,67,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375,BEST
Brigg,Himsworth,Male,63,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355,BEST
Judi,Cazereau,Female,22,GIS Technical Architect,,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125,BEST
Shara,Bramhill,U,24,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,883,0.53125,BEST
Raleigh,Pont,Male,48,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125,BEST
Zachariah,Meininking,Male,40,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125,BEST
Lesley,Garey,Male,52,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125,BEST
Adriena,Giffin,Female,27,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525,BEST
Antoinette,,Female,72,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525,BEST
Carr,Hopkynson,Male,64,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525,BEST
Shay,Briand,Male,57,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525,BEST
Karney,Burstow,Male,51,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525,BEST
Latrena,Yetts,Female,11,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625,BEST
Jesse,Alflat,Male,31,Executive Secretary,,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625,BEST
Kelcie,Kingaby,Female,54,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625,BEST
Fabio,Commuzzo,Male,5,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52,BEST
Heall,Andrioli,Male,46,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52,BEST
Rickert,Brasted,Male,47,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125,BEST
Hedwig,Jayme,Female,38,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51,BEST
Penrod,Tomasicchio,Male,5,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51,BEST
Pancho,Edis,Male,1,Assistant Professor,,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51,BEST
Andriana,Gosnoll,Female,53,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51,BEST
Nilson,Wiggam,Male,48,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015,BEST
Denny,Spleving,Female,84,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5,BEST
Roth,Crum,U,0,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,904,0.5,BEST
Olia,O' Mullan,Female,77,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5,BEST
Conway,Juarez,Male,27,Help Desk Technician,,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5,BEST
Dru,Crellim,Female,57,,,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5,BEST
Shaw,MacEvilly,Male,10,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5,BEST
Brook,Eade,Female,65,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5,BEST
Aleece,Feige,Female,49,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5,BEST
Dolorita,Strutton,Female,7,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5,BEST
Harman,A'field,Male,39,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.499375,BEST
Hildegarde,Bamb,Female,16,Help Desk Operator,,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.499375,BEST
Launce,Gale,Male,86,,,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.499375,BEST
Ilise,Clissold,Female,58,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.499375,BEST
Julita,Prene,Female,14,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.499375,BEST
Ashlen,Willbond,Female,64,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.499375,BEST
